País;Código ISO país;Oficina de registro;Grupo edad;Edad (años);Área Conocimiento;Sub Area Conocimiento;Nivel Académico;Estado civil;Género;Etnia de la persona;Estatura (CM);Localización;Cantidad de personas
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;21;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;0;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;47;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;CASADO;MASCULINO;NINGUNA;165;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO MAYOR;61;CIENCIAS DE LA SALUD;TERAPIAS;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;30;NO INDICA;NO INDICA;PREGRADO - TECNOLÓGICO;SOLTERO;FEMENINO;NINGUNA;176;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;41;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;CASADO;FEMENINO;NINGUNA;159;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;44;CIENCIAS DE LA EDUCACIÓN;EDUCACIÓN;PREGRADO - PROFESIONAL;DIVORCIADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;27;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ECONOMÍA;NO INDICA;SOLTERO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;57;BELLAS ARTES;PUBLICIDAD Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;182;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;48;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA AGROINDUSTRIAL, ALIMENTOS Y AFINES;NO INDICA;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;33;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;CONTADURÍA PÚBLICA;NO INDICA;UNION_LIBRE;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;28;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;185;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;41;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;MASCULINO;NINGUNA;162;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;36;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;CASADO;FEMENINO;AFRODESCENDIENTE;159;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;24;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;192;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;41;NO INDICA;NO INDICA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;166;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;56;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;36;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;SOLTERO;MASCULINO;OTRO;172;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;55;NINGUNA;NINGUNA;NO INDICA;DIVORCIADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;40;CIENCIAS SOCIALES Y HUMANAS;PSICOLOGÍA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO MAYOR;60;CIENCIAS DE LA SALUD;OTRO PROGRAMA DE SALUD;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;30;BELLAS ARTES;DISEÑO;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;35;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;37;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;CASADO;FEMENINO;SIN ETNIA REGISTRADA;158;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO MAYOR;60;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;MATEMÁTICAS Y CIENCIAS NATURALES;GEOLOGÍA;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;165;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;32;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;PREGRADO - TECNOLÓGICO;CASADO;FEMENINO;NINGUNA;158;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;56;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;FEMENINO;OTRO;154;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;38;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA MECÁNICA Y AFINES;NO INDICA;SOLTERO;MASCULINO;NINGUNA;181;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;30;CIENCIAS DE LA SALUD;MEDICINA;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;175;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;30;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;170;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;32;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA INDUSTRIAL Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;INFANTE;9;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;55;NINGUNA;NINGUNA;NO INDICA;CASADO;FEMENINO;INDÍGENA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;19;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);2
ALEMANIA;DEU;C. FRANKFURT;ADULTO;36;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;168;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;29;CIENCIAS DE LA SALUD;MEDICINA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;22;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;NO INDICA;SOLTERO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;28;MATEMÁTICAS Y CIENCIAS NATURALES;BIOLOGÍA, MICROBIOLOGÍA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;INFANTE;10;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;50;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;23;NO INDICA;NO INDICA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;48;NO INDICA;NO INDICA;POSTGRADO - DOCTORADO;CASADO;FEMENINO;NINGUNA;165;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;31;CIENCIAS SOCIALES Y HUMANAS;SOCIOLOGÍA, TRABAJO SOCIAL Y AFINES;NO INDICA;SOLTERO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;35;BELLAS ARTES;DISEÑO;POSTGRADO - MAESTRIA;SOLTERO;FEMENINO;NINGUNA;165;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;55;MATEMÁTICAS Y CIENCIAS NATURALES;BIOLOGÍA, MICROBIOLOGÍA Y AFINES;NO INDICA;UNION_LIBRE;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO MAYOR;73;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;FEMENINO;NINGUNA;162;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;28;MATEMÁTICAS Y CIENCIAS NATURALES;OTROS PROGRAMAS DE CIENCIAS NATURALES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;173;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;22;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;49;CIENCIAS SOCIALES Y HUMANAS;PSICOLOGÍA Y AFINES;PREGRADO - PROFESIONAL;CASADO;FEMENINO;OTRO;150;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;31;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;190;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;59;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;37;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ECONOMÍA;NO INDICA;SOLTERO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADOLESCENTE;15;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA CIVIL Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;46;CIENCIAS SOCIALES Y HUMANAS;LENGUAS MODERNAS, FILOLOGÍA, LINGÜÍSTICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;50;MATEMÁTICAS Y CIENCIAS NATURALES;MATEMÁTICAS, ESTADÍSTICA Y AFINES;BACHILLERATO;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;31;NO INDICA;NO INDICA;PREGRADO - TÉCNICO PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;156;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;29;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;CONTADURÍA PÚBLICA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;150;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;37;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;FEMENINO;OTRO;161;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;42;NO INDICA;NO INDICA;PREGRADO - TÉCNICO PROFESIONAL;UNION_LIBRE;FEMENINO;NINGUNA;152;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO MAYOR;60;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;CONTADURÍA PÚBLICA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO MAYOR;70;NO INDICA;NO INDICA;BACHILLERATO;CASADO;FEMENINO;NINGUNA;153;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;34;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;SOLTERO;MASCULINO;NINGUNA;173;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;35;NO INDICA;NO INDICA;PREGRADO - TÉCNICO PROFESIONAL;CASADO;FEMENINO;NINGUNA;163;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;21;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;157;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;30;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA MECÁNICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);3
ALEMANIA;DEU;C. BERLIN;INFANTE;9;NO INDICA;NO INDICA;NINGUNO;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;85;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;28;NO INDICA;NO INDICA;PREGRADO - TÉCNICO PROFESIONAL;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;177;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;40;BELLAS ARTES;DISEÑO;NO INDICA;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;27;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;172;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;43;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES;NO INDICA;UNION_LIBRE;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;59;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;151;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;27;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;32;MATEMÁTICAS Y CIENCIAS NATURALES;BIOLOGÍA, MICROBIOLOGÍA Y AFINES;NO INDICA;CASADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;25;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELÉCTRICA Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;158;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;33;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA DE PETRÓLEOS;NO INDICA;SOLTERO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;42;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;FEMENINO;NINGUNA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;31;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA AMBIENTAL, SANITARIA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;55;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;44;NO INDICA;NO INDICA;POSTGRADO - ESPECIALIZACIÓN;SOLTERO;FEMENINO;NINGUNA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;22;CIENCIAS SOCIALES Y HUMANAS;ANTROPOLOGÍA O ARTES LIBERALES;NO INDICA;SOLTERO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;20;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;155;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;52;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;174;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;55;NO INDICA;NO INDICA;PREGRADO - TECNOLÓGICO;CASADO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;31;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;33;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA MECÁNICA Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;171;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;24;CIENCIAS DE LA EDUCACIÓN;EDUCACIÓN;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;33;BELLAS ARTES;DISEÑO;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);2
ALEMANIA;DEU;C. FRANKFURT;INFANTE;11;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;70;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;30;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA CIVIL Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;34;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;159;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;47;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;190;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;28;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;160;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;40;CIENCIAS DE LA SALUD;OTRO PROGRAMA DE SALUD;PREGRADO - PROFESIONAL;CASADO;FEMENINO;NINGUNA;160;(51.165691, 10.451526);2
ALEMANIA;DEU;C. FRANKFURT;ADULTO;38;NO INDICA;NO INDICA;POSTGRADO - DOCTORADO;SOLTERO;MASCULINO;NINGUNA;173;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;53;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;CASADO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;53;NO INDICA;NO INDICA;POSTGRADO - DOCTORADO;CASADO;FEMENINO;NINGUNA;158;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;46;NO INDICA;NO INDICA;POSTGRADO - MAESTRIA;CASADO;FEMENINO;OTRO;172;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;50;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;FEMENINO;NINGUNA;167;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;31;CIENCIAS SOCIALES Y HUMANAS;PSICOLOGÍA Y AFINES;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;165;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;44;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;CASADO;FEMENINO;NINGUNA;158;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;35;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;167;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;32;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;CONTADURÍA PÚBLICA;NO INDICA;DESCONOCIDO;MASCULINO;SIN ETNIA REGISTRADA;172;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;27;CIENCIAS SOCIALES Y HUMANAS;PSICOLOGÍA Y AFINES;NO INDICA;SOLTERO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;59;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;158;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;57;CIENCIAS SOCIALES Y HUMANAS;PERIODISMO, COMUNICACIÓN SOCIAL Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;29;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA AMBIENTAL, SANITARIA Y AFINES;NO INDICA;SOLTERO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;52;NINGUNA;NINGUNA;NO INDICA;DIVORCIADO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;23;CIENCIAS SOCIALES Y HUMANAS;LENGUAS MODERNAS, FILOLOGÍA, LINGÜÍSTICA Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;32;MATEMÁTICAS Y CIENCIAS NATURALES;BIOLOGÍA, MICROBIOLOGÍA Y AFINES;NO INDICA;SOLTERO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADOLESCENTE;15;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO JOVEN;25;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;30;NO INDICA;NO INDICA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;185;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;31;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ECONOMÍA;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;180;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;39;NO INDICA;NO INDICA;PREGRADO - TÉCNICO PROFESIONAL;CASADO;MASCULINO;NINGUNA;177;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO JOVEN;28;BELLAS ARTES;ARTES PLÁSTICAS, VISUALES Y AFINES;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;32;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;151;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;29;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA BIOMÉDICA Y AFINES;NO INDICA;SOLTERO;MASCULINO;NINGUNA;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;INFANTE;10;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;38;NO INDICA;NO INDICA;POSTGRADO - ESPECIALIZACIÓN;CASADO;FEMENINO;NINGUNA;165;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;37;CIENCIAS DE LA SALUD;MEDICINA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;38;INGENIERÍA, ARQUITECTURA Y AFINES;INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. BERLIN;ADULTO;33;MATEMÁTICAS Y CIENCIAS NATURALES;BIOLOGÍA, MICROBIOLOGÍA Y AFINES;NO INDICA;CASADO;FEMENINO;AFRODESCENDIENTE;NO INDICA;(51.165691, 10.451526);1
ALEMANIA;DEU;C. FRANKFURT;ADULTO;32;ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES;ADMINISTRACIÓN;NO INDICA;DESCONOCIDO;FEMENINO;SIN ETNIA REGISTRADA;163;(51.165691, 10.451526);1
